FRESH,GROCERY,FROZEN,HOSTEL_OR_RETAIL
100592,75861,2495.5,1
100617,3399.5,50891,0
100627,68545,471.5,1
100642.5,2255,48153,0
100742.5,105513,4793.5,1
100770,3484,55309,0
100793,103777,78.5,1
100841,109626,2066.5,1
100863,333,61850,0
100870,38987,186,1
100893,2878,56304,0
100906,2817,49895,0
100912,199.5,37884,0
100920,6416,76768,0
100949,84319,247,1
100950,1750.5,22013,0
100974.5,1930.5,22932,0
101101,79269,33393,0
101116,3172,50551,0
101121,97587,679.5,1
101144,95.5,47136,0
101144.5,5045.5,31662,0
101183,50913,1099.5,1
101278.5,2818,5596,0
101285.5,35751,2507,1
101325.5,112407,956.5,1
101408.5,3524,53789,0
101468,6361,113344,0
101520,34910,52106,1
101591,1305,51946,0
101627.5,1575.5,18069,0
101651.5,4329.5,36936,0
101668.5,56172,47,1
101695.5,97952,620,1
101758,58008,60007,0
101773.5,1116,36768,0
101779,1204.5,25610,0
101791.5,1717.5,49250,0
101805,3562.5,13797,0
101825,62998,52078,1
101829,7068.5,57390,0
101842,582.5,41292,0
101873.5,1349.5,8134,0
101963.5,1539,61168,0
101972.5,4071,27129,0
101983.5,44459,54913,0
102005,136666,2482,1
102098,73833,1536,1
102135,564.5,58115,0
102142.5,42701,205.5,1
102225.5,6630,87295,0
102247.5,30604,645.5,1
102248.5,8133,43226,0
102251,4959,34916,0
102269,837.5,35025,0
102275.5,1252,8319,0
102287,4900,28118,0
102306.5,1641,32669,0
102451.5,66019,1752.5,1
102503,158.5,50566,0
102547,12596,61430,0
102566,38109,752.5,1
102587.5,5777,53956,0
102590.5,538,63902,0
102604.5,50886,2884.5,1
102646,88450,1296,1
102691.5,2974,16768,0
102797,264,44012,0
102817.5,1422,12880,0
102819.5,344.5,2790,0
102837.5,2760.5,55010,0
102897,49,26453,0
102924.5,56757,2243.5,1
102928,1760.5,22908,0
102966.5,332,43188,0
102975.5,3898,66617,0
103014.5,109692,3338,1
103042,4472.5,55424,0
103063.5,92910,45801,0
103112,2484,17983,0
103136.5,4536,52596,0
103210,4431.5,46600,0
103278,1745.5,45908,0
103300,3916,62566,0
103311,79748,2779,1
103317,28457,45582,0
103378,260,48479,0
103379.5,57001,1936,1
103426,1373,67655,0
103430,60240,397,1
103460.5,3049.5,42338,0
103516.5,100251,1594.5,1
103563.5,521.5,17012,0
103652,7955,39633,0
103735,70870,353,1
103800,8545,30143,0
103857,2328,44385,0
103950.5,1995,63953,0
103969,54418,57648,0
104044,2664.5,30406,0
104056.5,61252,1004,1
104114.5,3024,65758,0
104128.5,7291.5,2870,0
104132.5,42513,14869,1
104152.5,20657,26154,1
104187,2436.5,58170,0
104230.5,5610,61391,0
104237,1049.5,20865,0
104271,4296,54029,0
104274.5,58942,6366,0
104277,44891,905.5,1
104311.5,72256,737,1
104333.5,65807,327,1
104334.5,80737,1022,1
104339,101674,1903.5,1
104421,2835.5,4753,0
104428,6551.5,55201,0
104443.5,5610.5,26530,0
104454.5,91152,1750,1
104491.5,644,33745,0
104542.5,66992,34615,0
104592.5,48118,1335.5,1
104629.5,597,31326,0
104648,1212,54104,0
104664,4411.5,45462,0
104812,550.5,31145,0
104938,47756,1801,1
104985,88727,3112.5,1
105028,1649.5,17347,0
105052.5,4121,32434,0
105090.5,538,60265,0
105100.5,7623,73750,0
105129.5,898.5,30922,0
105187.5,4866.5,39294,0
105190,55571,7782,1
105212.5,582,27238,0
105232.5,86393,329.5,1
105255.5,96616,5090,1
105286,85278,23917,0
105295.5,2162,13757,0
105349,4380,6931,0
105358,293,40453,0
105360,1092,32234,0
105372,4575.5,35577,0
105378,1802.5,77852,0
105403.5,3500,53320,0
105420.5,163,74256,0
105424,106220,1962.5,1
105487,29446,1581.5,1
105489,1510.5,32660,0
105514,46774,347.5,1
105515.5,3478,7839,0
105564.5,59557,2059,1
105657.5,7621,48309,0
105660,2942,24449,0
105764.5,486,42669,0
105796,24888,21460,0
105841.5,1755,29112,0
105863.5,2072.5,71435,0
105866.5,3134,54673,0
105978.5,58011,27053,1
105999.5,2228,35257,0
106013,161227,1426,1
106023.5,3099.5,54898,0
106026,93673,1835,1
106121,118564,1461.5,1
106124.5,1398,18113,0
106139.5,4662,60561,0
106177,919.5,40522,0
106256,52757,1352,1
106288,346.5,47556,0
106288,49688,850.5,1
106297,1003,35990,0
106313.5,27642,2030,1
106352.5,111706,514,1
106389,66905,1703,1
106427.5,50980,3118,1
106429.5,6292,16398,0
106517,196,29194,0
106603,77828,2273,1
106690,3890,14720,0
106699,14730,59135,0
106714,142543,577,1
106730.5,83602,1355,1
106750.5,116169,4699,1
106758,63697,1272.5,1
106765.5,15617,25764,0
106811,3718.5,54582,0
106847,4676,64993,0
106860.5,83017,55789,1
106902,57340,677.5,1
106949,3890.5,10413,0
106998.5,32759,764.5,1
107002,1826.5,63990,0
107060,60707,562.5,1
107116,89896,431.5,1
107117,36873,1877,1
107142.5,5037,4195,0
107162.5,43637,3436,1
107199,2822,59622,0
107236.5,4648,12212,0
107285,2216,19248,0
107319.5,200,61614,0
107321.5,5887,9182,0
107330,187,29311,0
107434,77279,1501,1
107441,2428,24711,0
107515.5,11247,30364,0
107562,727.5,57524,0
107605,11839,2143.5,1
107632,2244.5,12669,0
107635,1816,66318,0
107640.5,66249,4969.5,1
107663,3564.5,64526,0
107691,124572,4903,1
107720.5,3242.5,5105,0
107728,3925,60671,0
107752,2808.5,6176,0
107758.5,9408.5,48591,0
107776,79178,8415,0
107786,81978,65056,0
107788,2232,29148,0
107859.5,3210.5,33955,0
107876,9706,55147,0
107929.5,5133,15855,0
107942,1957.5,32399,0
108028.5,2913.5,46787,0
108068,6740.5,45882,0
108094.5,3333.5,29968,0
108104,1578,44063,0
108122,2666.5,26288,0
108128,1042.5,2229,0
108157.5,1350.5,26962,0
108173.5,3875.5,65114,0
108196,1817,31611,0
108213.5,2963.5,38804,0
108237,75774,1038.5,1
108272.5,4270.5,65183,0
108304,20922,222,1
108387.5,15630,2185.5,1
108462,2533.5,31177,0
108540,61086,1128,1
108585,2164,53147,0
108594.5,58926,1774.5,1
108597,146807,2031,1
108602,47105,2030.5,1
108714,3257.5,32031,0
108729.5,3992,13176,0
108754,56925,622.5,1
108800.5,4606.5,12213,0
108814,45326,46827,0
108814,161,56928,0
108816,3242,13654,0
108819.5,2320,12179,0
108845,7454.5,42176,0
108874,167701,3034,1
108923.5,61558,57775,0
108935,4959.5,71556,0
108959,3065,15445,0
108976,117403,349.5,1
109007,2938.5,30785,0
109007.5,1543,61469,0
109044.5,61649,793.5,1
109047.5,101953,1009,1
109057.5,47760,1611,1
109062,71898,136,1
109080,2572.5,44957,0
109097.5,1139,51618,0
109099,937,48580,0
109103,37011,2030,1
109122,4488,32968,0
109147,2685.5,34458,0
109251.5,23326,3088,1
109293,3065,57804,0
109315.5,2210.5,26184,0
109334.5,85525,44368,0
109339,560.5,44650,0
109535,8964.5,17402,0
109622,52041,2225,1
109628,841.5,13377,0
109662.5,83495,2110,1
109664.5,56848,1260,1
109673,78362,336,1
109675,54434,581.5,1
109682,1061,26257,0
109695.5,4693,38966,0
109709.5,45443,1492.5,1
109723,2640.5,4555,0
109759,46959,883,1
109777,411,28054,0
109780,1279,60160,0
109792,35170,619,1
109794.5,4042.5,48875,0
109837.5,2746.5,22400,0
109891,95983,2103.5,1
109908.5,575,67131,0
109913,77996,907,1
109921,71492,327.5,1
109925,67973,87.5,1
109976.5,112799,1677,1
110010.5,5111,24802,0
110046.5,85306,4294,1
110117.5,85286,607.5,1
110127.5,86440,802.5,1
110173.5,43866,336,1
110222,3357.5,40499,0
110246,41808,1406,1
110269,1405.5,72304,0
110284.5,6835.5,21916,0
110285.5,4623,26439,0
110313.5,1585,52846,0
110341.5,2385,94461,0
110344.5,268.5,62586,0
110348,108083,86.5,1
110361.5,832,20104,0
110400,847,17918,0
110432,154559,1577,1
110444.5,93782,51021,0
110455,241.5,45611,0
110465.5,18885,15651,0
110516.5,4589,29966,0
110521,48384,16.5,1
110532.5,2453,19825,0
110533,5570,8088,0
110539.5,34425,3588.5,1
110544,2303.5,15644,0
110544.5,12267.5,50381,0
110578,5141.5,61634,0
110656,5334,62772,0
110664,56809,1760,1
110748.5,39057,3302.5,1
110759.5,2952,11741,0
110762,2532.5,67418,0
110790.5,1641,11696,0
110806.5,37277,52461,0
110828.5,111988,3952.5,1
110849,1433.5,51232,0
110938,50309,970,1
110943.5,38650,976,1
110956.5,101,44746,0
111003.5,866,15216,0
111078,161,34089,0
111084,84835,2754.5,1
111256.5,3517,17129,0
111263,1816,47711,0
111270.5,7268,64266,0
111288,5391,62019,0
111298,215635,183.5,1
111317.5,88478,83,1
111371,3964,35611,0
111374.5,3562,52525,0
111410,1727,24606,0
111438,38897,343.5,1
111438.5,83888,34121,1
111449,115548,235,1
111544,61404,1536,1
111548.5,4412,19773,0
111611,58182,264,1
111639,26887,1268,1
111643,241,62177,0
111666,6664.5,26430,0
111715,2325.5,71970,0
111775,6321.5,45105,0
111792,8729,42740,0
111849.5,249,42863,0
111862.5,99975,1055,1
111888.5,181.5,44909,0
111891,633.5,77349,0
111892.5,73793,44851,0
111911.5,85816,1135,1
111915,758,12934,0
111934,2282.5,37890,0
111989,6854,48471,0
111997,2245.5,31703,0
112012.5,864.5,23465,0
112044.5,2934,50370,0
112075,3953,88355,0
112085.5,162,60861,0
112103,5676.5,12355,0
112105.5,77921,303,1
112152.5,110055,6765,1
112165,21617,62106,1
112171.5,837,61615,0
112228,2157,55434,0
112316.5,21774,28108,0
112354.5,50999,33370,0
112356,102002,28448,0
112394.5,85220,841,1
112397,3144.5,37636,0
112437.5,85806,493.5,1
112464,96.5,46944,0
112471,58463,257.5,1
112526.5,282.5,20240,0
112532,2550,12589,0
112537,114373,5235,1
112544,873.5,62335,0
112564,2273,55346,0
112568,6651.5,18973,0
112576.5,8005,42922,0
112608,7520.5,17842,0
112650,521,11529,0
112700.5,86626,6,1
112706,106885,1915,1
112768,4611,42482,0
112780,72909,2039,1
112830.5,77625,521,1
112849,68699,2189,1
112907,4502.5,68956,0
112931,12391,1593,1
112941.5,945.5,24341,0
112963,13625,26794,0
112975.5,2225,57261,0
113010,3242,25346,0
113035.5,105542,549,1
113048,3114.5,19677,0
113096,3015,49242,0
113131,2223.5,23016,0
113140.5,3762.5,51135,0
113177.5,33853,2529.5,1
113213.5,112366,2737,1
113252.5,693,21147,0
113264,53245,470.5,1
113294,1272,55706,0
113297.5,77454,840,1
113309,47009,345,1
113350,641.5,59311,0
113356,4279.5,30807,0
113402,1070.5,49847,0
113432,2722.5,29162,0
113433.5,12868,2343.5,1
113461,3890.5,86448,0
113461.5,4640,25794,0
113537,71668,1173.5,1
113544,3352,67830,0
113575,115404,703,1
113578.5,2027,66000,0
113584,4373.5,63181,0
113612,3350,29797,0
113634.5,47976,3787,1
113635,88487,3062,1
113733.5,10906,1041,1
113753,246.5,29336,0
113808.5,4564,27582,0
113835.5,2760.5,61914,0
113957.5,102643,1088.5,1
113964,54575,933.5,1
113965,8778,65678,0
113975,96234,3980,1
114001,387,48998,0
114029,1622.5,59988,0
114133,1820.5,20594,0
114263,5452.5,49871,0
114269,809,33040,0
114393.5,1887.5,60530,0
114407.5,122215,50.5,1
114424,84006,75945,0
114426,17778,55807,0
114429,1959.5,28353,0
114482,34785,64190,1
114504.5,3167,64065,0
114534,109273,250.5,1
114534.5,67643,749,1
114602,74491,1466.5,1
114603.5,892.5,49485,0
114633.5,619.5,25976,0
114669,3254.5,13223,0
114723,22496,14132,1
114765,4836.5,38740,0
114790,2103,67843,0
114812.5,3076.5,26008,0
114827,2720,60750,0
114852,4759,27650,1
114853,6933.5,26360,0
114859.5,40170,676.5,1
114880.5,3237,69986,0
114921.5,11092.5,56702,0
114950,2521,32673,0
114983,346.5,51845,0
115013,1329,32558,0
115015.5,1986,51843,0
115067.5,3927.5,312,0
115127.5,3647,25562,0
115218.5,2432.5,39847,0
115313.5,88359,1378.5,1
115314.5,79478,3505,1
115328,3319.5,64306,0
115352,2064,12934,0
115396.5,3207,35626,0
115398,10323,1680,1
115415,406,72700,0
115423,52,57625,0
115478.5,4420,40891,0
115490.5,3268,30567,0
115500.5,1463,40580,0
115501,100847,2251,1
115529,39719,1156,1
115592,4595,60707,0
115633,96022,62819,1
115649.5,1065,49588,0
115653,30623,23509,1
115660,4894.5,48273,0
115670.5,3674.5,20628,0
115676.5,75571,557,1
115715.5,41100,192,1
115768.5,70086,639.5,1
115805.5,97918,1831,1
115823.5,654,31716,0
115829,83057,2320,1
115847.5,72856,59019,1
115849.5,4201.5,63386,0
115898.5,70251,11143,1
115911.5,73254,2003.5,1
115919,3901.5,31781,0
115969,99401,22758,1
116064.5,3697.5,34056,0
116075,9650,38719,0
116120,96835,326,1
116148,1947.5,20432,0
116163.5,2314,21129,0
116184,1986.5,81101,0
116235.5,2573,20539,0
116256,2948.5,32586,0
116289.5,83234,1183.5,1
116305.5,2660,35331,0
116323,4092,63766,0
116368,2085.5,36604,0
116425.5,2905,52810,0
116439,3619.5,61174,0
116444.5,48521,4294.5,1
116460.5,1842.5,61631,0
116474.5,4705,55636,0
116509,77960,633.5,1
116526.5,58342,1048,1
116530.5,5277,32136,0
116562,59362,704,1
116570,2860,164930,0
116598,2620,62658,0
116608.5,9540.5,35826,0
116635,2953,11916,0
116644.5,397,44893,0
116656,28922,963,1
116661.5,3068,11837,0
116675.5,83595,5225,0
116691.5,44806,7850,0
116718,5351.5,50678,0
116722,4736,10659,0
116723.5,2937,53679,0
116746,118188,2138.5,1
116748,4208.5,6584,0
116786.5,3422.5,44861,0
116788,7653,53163,0
116916,3281,47266,0
116924,44750,567,1
116988.5,3159.5,62994,0
117049.5,28120,9190,1
117057.5,29673,33760,1
117061.5,54288,1831,1
117095,60445,2390,1
117116.5,4970.5,28562,0
117126.5,20301,48445,0
117188,49894,2076,1
117226,7286,61062,0
117254,1149.5,63627,0
117332,84123,598,1
117353,112843,1927.5,1
117372.5,77535,1305.5,1
117379.5,3939,50244,0
117414,21763,57070,0
117585.5,62430,966.5,1
117593,2934.5,31441,0
117756,1168,43851,0
117792.5,5179,54130,0
117814,100236,4555.5,1
117873,202.5,27783,0
117882.5,29372,72979,0
117910.5,920.5,69783,0
117917,4923,44063,0
117920,2376,61778,0
117925,76954,2524.5,1
117959,4058,32411,0
117991,39698,3336.5,1
117999,4063.5,57513,0
118011,76621,775,1
118016,73674,50717,1
118090.5,2886,33111,0
118108,10494,1762.5,1
118110,91301,3461,0
118171,138862,1890.5,1
118180.5,70466,550.5,1
118185.5,59833,658,1
118233.5,1781.5,24448,0
118284.5,8913.5,58570,0
118325.5,42340,0.5,1
118331,436,40588,0
118383,39052,3454,1
118394.5,11263,52331,0
118397.5,59193,15613,1
118460.5,925.5,49511,0
118488.5,2282,58721,0
118497.5,61937,414,1
118527,9376,2229,1
118590.5,1996,46297,0
118596,2721,53272,0
118611,5025.5,56593,0
118616,1766,36236,0
118630,5848,46141,0
118752,1117.5,49935,0
118802.5,1457,53702,0
118873,725.5,22823,0
118903.5,35652,2039.5,1
118911.5,8105,13101,0
118947.5,216.5,25852,0
118979,48535,1353,1
118988.5,53265,759,1
119006,3764,47803,0
119026.5,88896,5220.5,1
119028.5,3179.5,41528,0
119033.5,64757,1602,1
119118,62.5,75097,0
119130.5,3494,90382,0
119167,72773,1526.5,1
119176.5,55184,995,1
119211.5,4106.5,27812,0
119284.5,84568,2202,1
119293,3288,62722,0
119307.5,48532,914,1
119371,2842.5,62267,0
119385.5,3099,59141,0
119408.5,2693.5,4891,0
119418.5,85764,25490,0
119437,3724,51205,0
119498,108198,1013,1
119529,61545,1016,1
119563.5,1408.5,42465,0
119582,979,52470,0
119584.5,39408,23346,0
119661,202349,1628,1
119662,3205,55341,0
119690.5,1072,56598,0
119708,2421.5,22889,0
119753,89163,916,1
119883.5,41909,49065,0
119932.5,124766,7723,1
119972,1335,48878,0
120001.5,164,44813,0
120011,342.5,54909,0
120034.5,49382,13970,0
120089,173.5,20367,0
120100,8966,737,1
120129.5,1139.5,53762,0
120138,3143,110118,0
120154.5,5800,27380,0
120194,119616,1984.5,1
120199.5,5416,38203,0
120204.5,53936,1741,1
120231,93748,727,1
120243,2188.5,29579,0
120309.5,90409,55446,1
120334.5,88879,595,1
120362.5,78179,3879.5,1
120416.5,117262,660.5,1
120455,13829,66480,0
120489.5,54212,49532,0
120506,4153.5,29744,0
120534.5,47518,896.5,1
120608.5,112524,339.5,1
120645,91145,50501,1
120697,2146,70218,0
120732.5,54250,761,1
120738,23712,82,1
120752,2557,15596,0
120761,4416.5,146994,0
120847,2089.5,5432,0
120879,5933.5,28538,0
120989.5,1202.5,23927,0
121063.5,2771.5,13527,0
121070,109753,855.5,1
121071.5,306,58374,0
121087,97655,36.5,1
121093.5,2244,35681,0
121126.5,4924,15533,0
121128.5,3090.5,17943,0
121132,706,41482,0
121136,2544.5,11027,0
121190,2762,20703,0
121245,4020,60717,0
121249,41208,438,1
121255,3365,25404,0
121265,176116,2931,1
121288.5,101512,11477,0
121332,85288,210,1
121332,36693,1790.5,1
121425,62984,303,1
121429,53452,1271.5,1
121495,4312.5,73439,0
121497,2129.5,56222,0
121525,12695,30794,0
121550,4744.5,7081,0
121589.5,162525,1179.5,1
121781,1934,46770,0
121815.5,1920.5,22755,0
121816,172483,634,1
121826.5,32644,1499,1
121831,50324,901.5,1
121833,7909,436,1
121853,31021,2271.5,1
121892,91617,63,1
121910.5,5429,36998,0
121925.5,105856,1434,1
121939.5,61688,251,1
121967.5,4360,22563,0
121989,167542,20,1
122009,29885,1116,1
122009.5,3536.5,36202,0
122073.5,81942,31645,1
122096,8531,6616,0
122100,2975,37283,0
122105,2405.5,23239,0
122123.5,46925,3691,1
122186,4020,43415,0
122247,2477.5,17505,0
122249,2393,41754,0
122319.5,61999,1283.5,1
122327.5,3506.5,42539,0
122413.5,84732,715,1
122429.5,1758,9369,0
122461.5,6201.5,48169,0
122466,22818,22654,0
122479,2414.5,27526,0
122485.5,2840.5,56027,0
122489.5,33164,21461,0
122538.5,66512,70559,1
122594.5,117496,25952,1
122701,1978,22212,0
122732.5,108995,2737,1
122779.5,123.5,50349,0
122799.5,1404,27991,0
122806,47805,512.5,1
122845,121976,4345,1
122896,403,78047,0
122906,48197,52573,0
122945,24714,67174,1
122995,205,71070,0
123005.5,2014,75461,0
123040.5,14739,1198,1
123052,4270.5,62512,0
123059.5,4528,39124,0
123084.5,84037,2621.5,1
123172.5,58325,565.5,1
123278.5,1227,39254,0
123291.5,66715,45821,1
123304,4073.5,72612,0
123364.5,67861,33155,0
123368.5,38077,958,1
123381.5,3270,43006,0
123423.5,4176,50322,0
123474.5,41886,940.5,1
123558,263,57410,0
123695,64061,46092,0
123761.5,103328,675,1
123770.5,82248,1588.5,1
123823,3410.5,34278,0
123823.5,1051,23244,0
123896,7989,1983.5,1
123929,2624,64350,0
123936.5,2998,24941,0
123970.5,46424,32057,1
124046,1607,38128,0
124054.5,16619,1218,1
124069,5212.5,47834,0
124104,49321,29970,0
124111,2228.5,57658,0
124146,76692,155,1
124168,1377,64530,0
124180,1591.5,45421,0
124253,3549,59373,0
124258.5,24649,218,1
124277.5,57362,59202,0
124328.5,4237.5,61595,0
124330,4508,63793,0
124376,20536,1408.5,1
124473,46248,2226.5,1
124516,7219.5,59695,0
124523,2556,53907,0
124543,1537.5,51819,0
124609,55330,47590,0
124722,257,55624,0
124722,2878.5,34806,0
124772.5,6140,16054,0
124817.5,56377,3133,1
124925.5,67911,717.5,1
124967.5,68086,1859,1
124984.5,11940,1602.5,1
124999,2453.5,28759,0
125023.5,7307,64057,0
125041,15757,45829,0
125092,85397,37382,0
125109,868.5,40934,0
125283,127028,1861,1
125301,3580.5,48943,0
125406,97477,5.5,1
125449,1078.5,30226,0
125480,573,64232,0
125503,46913,1243.5,1
125564.5,4170.5,25294,0
125583.5,71230,261.5,1
125584,331.5,27190,0
125619.5,100839,821.5,1
125631,1558,21738,0
125672.5,4854.5,46671,0
125744,8197.5,72140,0
125788,444,47558,0
125829,5364.5,56154,0
125860.5,3268.5,49141,0
125862.5,2397,33377,0
125873.5,68005,62604,0
125934,2709.5,45643,0
125936,82453,1102,1
125953.5,99604,568,1
125981,183,25226,0
126001,2346.5,22450,0
126007,784.5,36471,0
126036,3100,52393,0
126079.5,74279,3112.5,1
126108.5,10677.5,30891,0
126143.5,94.5,60257,0
126176.5,1036.5,7164,0
126197.5,2398,46271,0
126246.5,95298,1178.5,1
126298,17871,13770,0
126322.5,543.5,72660,0
126448.5,63400,445,1
126527,1456,57663,0
126543,3766,10528,0
126549,2398.5,49826,0
126553.5,21675,35947,0
126571.5,2105.5,43648,0
126577,4195,16402,0
126609,3478.5,47802,0
126632.5,5194.5,12185,0
126656,4289.5,52411,0
126704.5,47625,3229,1
126735.5,107158,2724,1
126740,48590,1158,1
126772,2564.5,77790,0
126780.5,5329.5,28836,0
126787,73185,3140,1
126796.5,2110.5,15444,0
126834.5,2539,28915,0
126919.5,4219.5,19016,0
126926,2083.5,30810,0
126932.5,26768,2254,1
127031,1803.5,24296,0
127043,73297,45.5,1
127048.5,7529,28681,0
127096.5,5023,48188,0
127131.5,75980,935.5,1
127151.5,3529,20036,0
127170.5,7636,58257,0
127181,8196.5,49976,0
127218.5,71861,1853.5,1
127274,4672,66078,0
127281,3105.5,55341,0
127282,1978.5,68143,0
127285,179791,30586,1
127336.5,6034,60909,0
127343,4512,79108,0
127367.5,47051,445,1
127371.5,81226,55116,0
127456.5,839.5,52858,0
127468,100086,1531.5,1
127470.5,633.5,67577,0
127479,33.5,90464,0
127561,2689.5,47709,0
127571.5,94037,199,1
127577,38321,71686,0
127620,3658,42126,0
127659,2788.5,66274,0
127668.5,68638,140,1
127727.5,574,40290,0
127748.5,5456,75447,0
127762,45037,32625,0
127786.5,57915,1637,1
127840.5,1565,25824,0
127848.5,109235,29311,1
127860.5,110119,685,1
127884,3252.5,18771,0
127905.5,67760,1248.5,1
127917,1802.5,57685,0
127932.5,62444,1450.5,1
127976.5,6691,58653,0
127991.5,5579,61019,0
127997,26175,952,1
128023,2601,62923,0
128051,1807,1864,0
128060.5,1884,60398,0
128072.5,4033,19703,0
128080,4289,37534,0
128157,5925,26989,0
128222.5,1543,65264,0
128265,1829.5,63204,0
128348.5,3302.5,35379,0
128355.5,44717,12242,0
128383.5,36730,26081,0
128419,88683,2594,1
128448.5,58726,2085,1
128470.5,1644,55855,0
128483.5,1857.5,8086,0
128495,337.5,39826,0
128513,105784,247.5,1
128542.5,5028,36441,0
128546.5,1539.5,55787,0
128584,2816.5,75291,0
128667,100242,1483.5,1
128671.5,3080.5,44530,0
128740,20170,36534,0
128782,91135,683.5,1
128865.5,7169.5,57409,0
128875.5,6251,22202,0
128879,24514,1512,1
128885,69420,892.5,1
128896,44193,1120.5,1
128977,6804,36039,0
129009,2792.5,41825,0
129050.5,1145,43449,0
129053.5,5028.5,40106,0
129104.5,7525,58343,0
129163,197.5,18996,0
129215,3628,18890,0
129226,20596,37177,0
129257.5,5557.5,58755,0
129280,823.5,25341,0
129302.5,5631,10829,0
129414.5,953,25633,0
129466,4109.5,12733,0
129468,4006,36590,0
129518,1299,34706,0
129599.5,6402.5,46888,0
129602,3395.5,50625,0
129610.5,73759,1563.5,1
129655,1108,30922,0
129698,55392,64381,0
129711,1834.5,52835,0
129743,1500.5,74914,0
129775,36509,181.5,1
129787,9175.5,59306,0
129805.5,2583.5,66462,0
129806,4602,2274,0
129846.5,67633,853,1
129859.5,5726.5,27831,0
129887,33604,66680,0
129923,2197,51265,0
129940,1428.5,41506,0
129955,2151.5,52431,0
129974,132174,17955,1
130011,119766,2374,1
130020,6152.5,69974,0
130023,3698.5,80155,0
130048.5,20176,2677.5,1
130073,4774.5,35447,0
130137.5,4405.5,22978,0
130141,4352,44003,0
130190,3811,53296,0
130212.5,3177,50851,0
130212.5,2440,56570,0
130315,48899,4068,1
130317,1836.5,21079,0
130331,1527,47580,0
130409,33841,13177,0
130418,5945.5,53814,0
130431,85204,1867,1
130438,1732.5,12281,0
130447,29620,275.5,1
130502.5,3438.5,48377,0
130518.5,5637,30834,0
130523,37062,2206,1
130551,78688,52.5,1
130590.5,38650,918.5,1
130605,6526.5,48919,0
130620.5,2026.5,14318,0
130620.5,42625,950.5,1
130630.5,6579.5,31318,0
130639.5,57957,721,1
130645.5,5601.5,11417,0
130683,1762,51114,0
130691,3844.5,20088,0
130734.5,1818.5,19923,0
130790.5,2679,11730,0
130809.5,97622,1917,1
130843,2440.5,48225,0
130848,3377.5,46166,0
130860.5,103950,1288.5,1
130915.5,4429,60390,0
130917.5,126569,742,1
130962.5,3507.5,10063,0
130968,130.5,28224,0
131121,72379,1415.5,1
131127,100917,17879,0
131154,102524,49229,1
131164.5,1487,24494,0
131167,157516,1466,1
131175.5,2898.5,6005,0
131197,11237,92229,0
131216,318,42834,0
131221,4061.5,51627,0
131292,89175,3299.5,1
131381,2530,29562,0
131410,1633,67283,0
131413,2601,99652,0
131512,6226.5,40698,0
131566,6386,54086,0
131567.5,7731,1808.5,1
131588.5,994.5,57383,0
131626,3101,47022,0
131631.5,5386,34762,0
131722,76670,32666,0
131735,8952,2280.5,1
131767,75745,19756,0
131826,219215,1116,1
131862,6417,41758,0
131896.5,4507.5,30057,0
131924,2608.5,40723,0
131929.5,466.5,34469,0
131932.5,599,41850,0
132033.5,35700,41676,0
132060.5,488,56681,0
132116,1166,64141,0
132126.5,102930,918,1
132165.5,666.5,88529,0
132169.5,4756.5,6811,0
132177,2319.5,23546,0
132213,179574,410.5,1
132227.5,5387.5,45052,0
132235,58312,41891,1
132279,156349,2195.5,1
132324.5,289.5,10516,0
132333,65726,54564,0
132392.5,69373,45420,0
132394,1141,44693,0
132395,79275,61838,0
132404.5,2734,61370,0
132430.5,1720,21243,0
132521.5,221,60919,0
132627,17593,24115,1
132638.5,161,25356,0
132667.5,2985,45324,0
132671.5,114,11483,0
132705,56219,1556.5,1
132705,3763,27951,0
132740,2649,17339,0
132745,26602,456,1
132759,3324.5,32988,0
132775,1541.5,38922,0
132777.5,85607,1571.5,1
132782.5,6149.5,7771,0
132784.5,1039.5,25654,0
132822.5,3272.5,43593,0
132856.5,1577,24339,0
132903,97698,294.5,1
132944.5,32385,1899,1
133137,2191.5,12914,0
133158,353,62913,0
133160.5,5324,45715,0
133200,15493,104.5,1
133201,34420,23020,0
133204,4101.5,18506,0
133243.5,40373,37283,1
133247,1106.5,40151,0
133250,188444,78,1
133265.5,83311,29252,1
133301.5,7449,53855,0
133332,2252,23079,0
133361.5,2892.5,42987,0
133375,31543,41729,1
133474.5,4215,68215,0
133669.5,585.5,44302,0
133677,2078.5,69782,0
133694,686.5,34320,0
133760,93966,1775,1
133789,550.5,50238,0
133855,646,66829,0
133907,2634,30990,0
133936,7745.5,99834,0
133945,3977.5,16131,0
133991.5,3001,63520,0
134026.5,11578,21655,0
134029.5,826,29837,0
134034,3972.5,14857,0
134040,61543,24594,1
134046,1217.5,62179,0
134072,852.5,20057,0
134083.5,2588.5,27092,0
134097,80029,1505.5,1
134120.5,108025,1622.5,1
134146,4736.5,63347,0
134198.5,80366,7093,1
134437.5,4883.5,61997,0
134533,6379.5,16721,0
134625,9083.5,48875,0
134626,3363.5,52357,0
134626.5,64649,25050,0
134634,5198,41686,0
134646,4388.5,18361,0
134727,775,54062,0
134767.5,78712,2413.5,1
134775,283.5,29181,0
134815,8197.5,65842,0
134816,40727,1635,1
134887.5,114474,890.5,1
134906,799.5,14604,0
134954.5,5183.5,23895,0
134990.5,4328.5,32961,0
134993.5,117943,1305,1
135150.5,4691,14322,0
135162,1987.5,26317,0
135172.5,19541,362,1
